Mode,Params,Score
HSV,150_120_192_128_128_192,0
HSV,150_120_192_128_128_256,0
HSV,150_120_192_128_192_64,0
HSV,150_120_192_128_192_128,0
HSV,150_120_192_128_192_192,0
HSV,150_120_192_128_192_256,0
HSV,150_120_192_192_0_64,0
HSV,150_120_192_192_0_128,0
HSV,150_120_192_192_0_192,0
HSV,150_120_192_192_0_256,0
HSV,150_120_192_192_64_64,0
HSV,150_120_192_192_64_128,0
HSV,150_120_192_192_64_192,0
HSV,150_120_192_192_64_256,0
HSV,150_120_192_192_128_64,0
HSV,150_120_192_192_128_128,0
HSV,150_120_192_192_128_192,0
HSV,150_120_192_192_128_256,0
HSV,150_120_192_192_192_64,0
HSV,150_120_192_192_192_128,0
HSV,150_120_192_192_192_192,0
HSV,150_120_192_192_192_256,0
HSV,150_120_192_256_0_64,0
HSV,150_120_192_256_0_128,0
HSV,150_120_192_256_0_192,0
HSV,150_120_192_256_0_256,0
HSV,150_120_192_256_64_64,0
HSV,150_120_192_256_64_128,0
HSV,150_120_192_256_64_192,0
HSV,150_120_192_256_64_256,0
HSV,150_120_192_256_128_64,0
HSV,150_120_192_256_128_128,0
HSV,150_120_192_256_128_192,0
HSV,150_120_192_256_128_256,0
HSV,150_120_192_256_192_64,0
HSV,150_120_192_256_192_128,0
HSV,150_120_192_256_192_192,0
HSV,150_120_192_256_192_256,0
HSV,150_150_0_64_0_64,0
HSV,150_150_0_64_0_128,0
HSV,150_150_0_64_0_192,0
HSV,150_150_0_64_0_256,0
HSV,150_150_0_64_64_64,0
HSV,150_150_0_64_64_128,0
HSV,150_150_0_64_64_192,0
HSV,150_150_0_64_64_256,0
HSV,150_150_0_64_128_64,0
HSV,150_150_0_64_128_128,0
HSV,150_150_0_64_128_192,0
HSV,150_150_0_64_128_256,0
HSV,150_150_0_64_192_64,0
HSV,150_150_0_64_192_128,0
HSV,150_150_0_64_192_192,0
HSV,150_150_0_64_192_256,0
HSV,150_150_0_128_0_64,0
HSV,150_150_0_128_0_128,0
HSV,150_150_0_128_0_192,0
HSV,150_150_0_128_0_256,0
HSV,150_150_0_128_64_64,0
HSV,150_150_0_128_64_128,0
HSV,150_150_0_128_64_192,0
HSV,150_150_0_128_64_256,0
HSV,150_150_0_128_128_64,0
HSV,150_150_0_128_128_128,0
HSV,150_150_0_128_128_192,0
HSV,150_150_0_128_128_256,0
HSV,150_150_0_128_192_64,0
HSV,150_150_0_128_192_128,0
HSV,150_150_0_128_192_192,0
HSV,150_150_0_128_192_256,0
HSV,150_150_0_192_0_64,0
HSV,150_150_0_192_0_128,0
HSV,150_150_0_192_0_192,0
HSV,150_150_0_192_0_256,0
HSV,150_150_0_192_64_64,0
HSV,150_150_0_192_64_128,0
HSV,150_150_0_192_64_192,0
HSV,150_150_0_192_64_256,0
HSV,150_150_0_192_128_64,0
HSV,150_150_0_192_128_128,0
HSV,150_150_0_192_128_192,0
HSV,150_150_0_192_128_256,0
HSV,150_150_0_192_192_64,0
HSV,150_150_0_192_192_128,0
HSV,150_150_0_192_192_192,0
HSV,150_150_0_192_192_256,0
HSV,150_150_0_256_0_64,0
HSV,150_150_0_256_0_128,0
HSV,150_150_0_256_0_192,0
HSV,150_150_0_256_0_256,0
HSV,150_150_0_256_64_64,0
HSV,150_150_0_256_64_128,0
HSV,150_150_0_256_64_192,0
HSV,150_150_0_256_64_256,0
HSV,150_150_0_256_128_64,0
HSV,150_150_0_256_128_128,0
HSV,150_150_0_256_128_192,0
HSV,150_150_0_256_128_256,0
HSV,150_150_0_256_192_64,0
HSV,150_150_0_256_192_128,0
HSV,150_150_0_256_192_192,0
HSV,150_150_0_256_192_256,0
HSV,150_150_64_64_0_64,0
HSV,150_150_64_64_0_128,0
HSV,150_150_64_64_0_192,0
HSV,150_150_64_64_0_256,0
HSV,150_150_64_64_64_64,0
HSV,150_150_64_64_64_128,0
HSV,150_150_64_64_64_192,0
HSV,150_150_64_64_64_256,0
HSV,150_150_64_64_128_64,0
HSV,150_150_64_64_128_128,0
HSV,150_150_64_64_128_192,0
HSV,150_150_64_64_128_256,0
HSV,150_150_64_64_192_64,0
HSV,150_150_64_64_192_128,0
HSV,150_150_64_64_192_192,0
HSV,150_150_64_64_192_256,0
HSV,150_150_64_128_0_64,0
HSV,150_150_64_128_0_128,0
HSV,150_150_64_128_0_192,0
HSV,150_150_64_128_0_256,0
HSV,150_150_64_128_64_64,0
HSV,150_150_64_128_64_128,0
HSV,150_150_64_128_64_192,0
HSV,150_150_64_128_64_256,0
HSV,150_150_64_128_128_64,0
HSV,150_150_64_128_128_128,0
HSV,150_150_64_128_128_192,0
HSV,150_150_64_128_128_256,0
HSV,150_150_64_128_192_64,0
HSV,150_150_64_128_192_128,0
HSV,150_150_64_128_192_192,0
HSV,150_150_64_128_192_256,0
HSV,150_150_64_192_0_64,0
HSV,150_150_64_192_0_128,0
HSV,150_150_64_192_0_192,0
HSV,150_150_64_192_0_256,0
HSV,150_150_64_192_64_64,0
HSV,150_150_64_192_64_128,0
HSV,150_150_64_192_64_192,0
HSV,150_150_64_192_64_256,0
HSV,150_150_64_192_128_64,0
HSV,150_150_64_192_128_128,0
HSV,150_150_64_192_128_192,0
HSV,150_150_64_192_128_256,0
HSV,150_150_64_192_192_64,0
HSV,150_150_64_192_192_128,0
HSV,150_150_64_192_192_192,0
HSV,150_150_64_192_192_256,0
HSV,150_150_64_256_0_64,0
HSV,150_150_64_256_0_128,0
HSV,150_150_64_256_0_192,0
HSV,150_150_64_256_0_256,0
HSV,150_150_64_256_64_64,0
HSV,150_150_64_256_64_128,0
HSV,150_150_64_256_64_192,0
HSV,150_150_64_256_64_256,0
HSV,150_150_64_256_128_64,0
HSV,150_150_64_256_128_128,0
HSV,150_150_64_256_128_192,0
HSV,150_150_64_256_128_256,0
HSV,150_150_64_256_192_64,0
HSV,150_150_64_256_192_128,0
HSV,150_150_64_256_192_192,0
HSV,150_150_64_256_192_256,0
HSV,150_150_128_64_0_64,0
HSV,150_150_128_64_0_128,0
HSV,150_150_128_64_0_192,0
HSV,150_150_128_64_0_256,0
HSV,150_150_128_64_64_64,0
HSV,150_150_128_64_64_128,0
HSV,150_150_128_64_64_192,0
HSV,150_150_128_64_64_256,0
HSV,150_150_128_64_128_64,0
HSV,150_150_128_64_128_128,0
HSV,150_150_128_64_128_192,0
HSV,150_150_128_64_128_256,0
HSV,150_150_128_64_192_64,0
HSV,150_150_128_64_192_128,0
HSV,150_150_128_64_192_192,0
HSV,150_150_128_64_192_256,0
HSV,150_150_128_128_0_64,0
HSV,150_150_128_128_0_128,0
HSV,150_150_128_128_0_192,0
HSV,150_150_128_128_0_256,0
HSV,150_150_128_128_64_64,0
HSV,150_150_128_128_64_128,0
HSV,150_150_128_128_64_192,0
HSV,150_150_128_128_64_256,0
HSV,150_150_128_128_128_64,0
HSV,150_150_128_128_128_128,0
HSV,150_150_128_128_128_192,0
HSV,150_150_128_128_128_256,0
HSV,150_150_128_128_192_64,0
HSV,150_150_128_128_192_128,0
HSV,150_150_128_128_192_192,0
HSV,150_150_128_128_192_256,0
HSV,150_150_128_192_0_64,0
HSV,150_150_128_192_0_128,0
HSV,150_150_128_192_0_192,0
HSV,150_150_128_192_0_256,0
HSV,150_150_128_192_64_64,0
HSV,150_150_128_192_64_128,0
HSV,150_150_128_192_64_192,0
HSV,150_150_128_192_64_256,0
HSV,150_150_128_192_128_64,0
HSV,150_150_128_192_128_128,0
HSV,150_150_128_192_128_192,0
HSV,150_150_128_192_128_256,0
HSV,150_150_128_192_192_64,0
HSV,150_150_128_192_192_128,0
HSV,150_150_128_192_192_192,0
HSV,150_150_128_192_192_256,0
HSV,150_150_128_256_0_64,0
HSV,150_150_128_256_0_128,0
HSV,150_150_128_256_0_192,0
HSV,150_150_128_256_0_256,0
HSV,150_150_128_256_64_64,0
HSV,150_150_128_256_64_128,0
HSV,150_150_128_256_64_192,0
HSV,150_150_128_256_64_256,0
HSV,150_150_128_256_128_64,0
HSV,150_150_128_256_128_128,0
HSV,150_150_128_256_128_192,0
HSV,150_150_128_256_128_256,0
HSV,150_150_128_256_192_64,0
HSV,150_150_128_256_192_128,0
HSV,150_150_128_256_192_192,0
HSV,150_150_128_256_192_256,0
HSV,150_150_192_64_0_64,0
HSV,150_150_192_64_0_128,0
HSV,150_150_192_64_0_192,0
HSV,150_150_192_64_0_256,0
HSV,150_150_192_64_64_64,0
HSV,150_150_192_64_64_128,0
HSV,150_150_192_64_64_192,0
HSV,150_150_192_64_64_256,0
HSV,150_150_192_64_128_64,0
HSV,150_150_192_64_128_128,0
HSV,150_150_192_64_128_192,0
HSV,150_150_192_64_128_256,0
HSV,150_150_192_64_192_64,0
HSV,150_150_192_64_192_128,0
HSV,150_150_192_64_192_192,0
HSV,150_150_192_64_192_256,0
HSV,150_150_192_128_0_64,0
HSV,150_150_192_128_0_128,0
HSV,150_150_192_128_0_192,0
HSV,150_150_192_128_0_256,0
HSV,150_150_192_128_64_64,0
HSV,150_150_192_128_64_128,0
HSV,150_150_192_128_64_192,0
HSV,150_150_192_128_64_256,0
HSV,150_150_192_128_128_64,0
HSV,150_150_192_128_128_128,0
HSV,150_150_192_128_128_192,0
HSV,150_150_192_128_128_256,0
HSV,150_150_192_128_192_64,0
HSV,150_150_192_128_192_128,0
HSV,150_150_192_128_192_192,0
HSV,150_150_192_128_192_256,0
HSV,150_150_192_192_0_64,0
HSV,150_150_192_192_0_128,0
HSV,150_150_192_192_0_192,0
HSV,150_150_192_192_0_256,0
HSV,150_150_192_192_64_64,0
HSV,150_150_192_192_64_128,0
HSV,150_150_192_192_64_192,0
HSV,150_150_192_192_64_256,0
HSV,150_150_192_192_128_64,0
HSV,150_150_192_192_128_128,0
HSV,150_150_192_192_128_192,0
HSV,150_150_192_192_128_256,0
HSV,150_150_192_192_192_64,0
HSV,150_150_192_192_192_128,0
HSV,150_150_192_192_192_192,0
HSV,150_150_192_192_192_256,0
HSV,150_150_192_256_0_64,0
HSV,150_150_192_256_0_128,0
HSV,150_150_192_256_0_192,0
HSV,150_150_192_256_0_256,0
HSV,150_150_192_256_64_64,0
HSV,150_150_192_256_64_128,0
HSV,150_150_192_256_64_192,0
HSV,150_150_192_256_64_256,0
HSV,150_150_192_256_128_64,0
HSV,150_150_192_256_128_128,0
HSV,150_150_192_256_128_192,0
HSV,150_150_192_256_128_256,0
HSV,150_150_192_256_192_64,0
HSV,150_150_192_256_192_128,0
HSV,150_150_192_256_192_192,0
HSV,150_150_192_256_192_256,0
HSV,150_180_0_64_0_64,0
HSV,150_180_0_64_0_128,0
HSV,150_180_0_64_0_192,0
HSV,150_180_0_64_0_256,0
HSV,150_180_0_64_64_64,0
HSV,150_180_0_64_64_128,0
HSV,150_180_0_64_64_192,0
HSV,150_180_0_64_64_256,0
HSV,150_180_0_64_128_64,0
HSV,150_180_0_64_128_128,0
HSV,150_180_0_64_128_192,0
HSV,150_180_0_64_128_256,0
HSV,150_180_0_64_192_64,0
HSV,150_180_0_64_192_128,0
HSV,150_180_0_64_192_192,0
HSV,150_180_0_64_192_256,0
HSV,150_180_0_128_0_64,0
HSV,150_180_0_128_0_128,0
HSV,150_180_0_128_0_192,0
HSV,150_180_0_128_0_256,0
HSV,150_180_0_128_64_64,0
HSV,150_180_0_128_64_128,0
HSV,150_180_0_128_64_192,0
HSV,150_180_0_128_64_256,0
HSV,150_180_0_128_128_64,0
HSV,150_180_0_128_128_128,0
HSV,150_180_0_128_128_192,0
HSV,150_180_0_128_128_256,0
HSV,150_180_0_128_192_64,0
HSV,150_180_0_128_192_128,0
HSV,150_180_0_128_192_192,0
HSV,150_180_0_128_192_256,0
HSV,150_180_0_192_0_64,0
HSV,150_180_0_192_0_128,0
HSV,150_180_0_192_0_192,0
HSV,150_180_0_192_0_256,0
HSV,150_180_0_192_64_64,0
HSV,150_180_0_192_64_128,0
HSV,150_180_0_192_64_192,0
HSV,150_180_0_192_64_256,0
HSV,150_180_0_192_128_64,0
HSV,150_180_0_192_128_128,0
HSV,150_180_0_192_128_192,0
HSV,150_180_0_192_128_256,0
HSV,150_180_0_192_192_64,0
HSV,150_180_0_192_192_128,0
HSV,150_180_0_192_192_192,0
HSV,150_180_0_192_192_256,0
HSV,150_180_0_256_0_64,0
HSV,150_180_0_256_0_128,0
HSV,150_180_0_256_0_192,0
HSV,150_180_0_256_0_256,0
HSV,150_180_0_256_64_64,0
HSV,150_180_0_256_64_128,0
HSV,150_180_0_256_64_192,0
HSV,150_180_0_256_64_256,0
HSV,150_180_0_256_128_64,0
HSV,150_180_0_256_128_128,0
HSV,150_180_0_256_128_192,0
HSV,150_180_0_256_128_256,0
HSV,150_180_0_256_192_64,0
HSV,150_180_0_256_192_128,0
HSV,150_180_0_256_192_192,0
HSV,150_180_0_256_192_256,0
HSV,150_180_64_64_0_64,0
HSV,150_180_64_64_0_128,0
HSV,150_180_64_64_0_192,0
HSV,150_180_64_64_0_256,0
HSV,150_180_64_64_64_64,0
HSV,150_180_64_64_64_128,0
HSV,150_180_64_64_64_192,0
HSV,150_180_64_64_64_256,0
HSV,150_180_64_64_128_64,0
HSV,150_180_64_64_128_128,0
HSV,150_180_64_64_128_192,0
HSV,150_180_64_64_128_256,0
HSV,150_180_64_64_192_64,0
HSV,150_180_64_64_192_128,0
HSV,150_180_64_64_192_192,0
HSV,150_180_64_64_192_256,0
HSV,150_180_64_128_0_64,0
HSV,150_180_64_128_0_128,0
HSV,150_180_64_128_0_192,0
HSV,150_180_64_128_0_256,0
HSV,150_180_64_128_64_64,0
HSV,150_180_64_128_64_128,0
HSV,150_180_64_128_64_192,0
HSV,150_180_64_128_64_256,0
HSV,150_180_64_128_128_64,0
HSV,150_180_64_128_128_128,0
HSV,150_180_64_128_128_192,0
HSV,150_180_64_128_128_256,0
HSV,150_180_64_128_192_64,0
HSV,150_180_64_128_192_128,0
HSV,150_180_64_128_192_192,0
HSV,150_180_64_128_192_256,0
HSV,150_180_64_192_0_64,0
HSV,150_180_64_192_0_128,0
HSV,150_180_64_192_0_192,0
HSV,150_180_64_192_0_256,0
HSV,150_180_64_192_64_64,0
HSV,150_180_64_192_64_128,0
HSV,150_180_64_192_64_192,0
HSV,150_180_64_192_64_256,0
HSV,150_180_64_192_128_64,0
HSV,150_180_64_192_128_128,0
HSV,150_180_64_192_128_192,0
HSV,150_180_64_192_128_256,0
HSV,150_180_64_192_192_64,0
HSV,150_180_64_192_192_128,0
HSV,150_180_64_192_192_192,0
HSV,150_180_64_192_192_256,0
HSV,150_180_64_256_0_64,0
HSV,150_180_64_256_0_128,0
HSV,150_180_64_256_0_192,0
HSV,150_180_64_256_0_256,0
HSV,150_180_64_256_64_64,0
HSV,150_180_64_256_64_128,0
HSV,150_180_64_256_64_192,0
HSV,150_180_64_256_64_256,0
HSV,150_180_64_256_128_64,0
HSV,150_180_64_256_128_128,0
HSV,150_180_64_256_128_192,0
HSV,150_180_64_256_128_256,0
HSV,150_180_64_256_192_64,0
HSV,150_180_64_256_192_128,0
HSV,150_180_64_256_192_192,0
HSV,150_180_64_256_192_256,0
HSV,150_180_128_64_0_64,0
HSV,150_180_128_64_0_128,0
HSV,150_180_128_64_0_192,0
HSV,150_180_128_64_0_256,0
HSV,150_180_128_64_64_64,0
HSV,150_180_128_64_64_128,0
HSV,150_180_128_64_64_192,0
HSV,150_180_128_64_64_256,0
HSV,150_180_128_64_128_64,0
HSV,150_180_128_64_128_128,0
HSV,150_180_128_64_128_192,0
HSV,150_180_128_64_128_256,0
HSV,150_180_128_64_192_64,0
HSV,150_180_128_64_192_128,0
HSV,150_180_128_64_192_192,0
HSV,150_180_128_64_192_256,0
HSV,150_180_128_128_0_64,0
HSV,150_180_128_128_0_128,0
HSV,150_180_128_128_0_192,0
HSV,150_180_128_128_0_256,0
HSV,150_180_128_128_64_64,0
HSV,150_180_128_128_64_128,0
HSV,150_180_128_128_64_192,0
HSV,150_180_128_128_64_256,0
HSV,150_180_128_128_128_64,0
HSV,150_180_128_128_128_128,0
HSV,150_180_128_128_128_192,0
HSV,150_180_128_128_128_256,0
HSV,150_180_128_128_192_64,0
HSV,150_180_128_128_192_128,0
HSV,150_180_128_128_192_192,0
HSV,150_180_128_128_192_256,0
HSV,150_180_128_192_0_64,0
HSV,150_180_128_192_0_128,0
HSV,150_180_128_192_0_192,0
HSV,150_180_128_192_0_256,0
HSV,150_180_128_192_64_64,0
HSV,150_180_128_192_64_128,0
HSV,150_180_128_192_64_192,0
HSV,150_180_128_192_64_256,0
HSV,150_180_128_192_128_64,0
HSV,150_180_128_192_128_128,0
HSV,150_180_128_192_128_192,0
HSV,150_180_128_192_128_256,0
HSV,150_180_128_192_192_64,0
HSV,150_180_128_192_192_128,0
HSV,150_180_128_192_192_192,0
HSV,150_180_128_192_192_256,0
HSV,150_180_128_256_0_64,0
HSV,150_180_128_256_0_128,0
HSV,150_180_128_256_0_192,0
HSV,150_180_128_256_0_256,0
HSV,150_180_128_256_64_64,0
HSV,150_180_128_256_64_128,0
HSV,150_180_128_256_64_192,0
HSV,150_180_128_256_64_256,0
HSV,150_180_128_256_128_64,0
HSV,150_180_128_256_128_128,0
HSV,150_180_128_256_128_192,0
HSV,150_180_128_256_128_256,0
HSV,150_180_128_256_192_64,0
HSV,150_180_128_256_192_128,0
HSV,150_180_128_256_192_192,0
HSV,150_180_128_256_192_256,0
HSV,150_180_192_64_0_64,0
HSV,150_180_192_64_0_128,0
HSV,150_180_192_64_0_192,0
HSV,150_180_192_64_0_256,0
HSV,150_180_192_64_64_64,0
HSV,150_180_192_64_64_128,0
HSV,150_180_192_64_64_192,0
HSV,150_180_192_64_64_256,0
HSV,150_180_192_64_128_64,0
HSV,150_180_192_64_128_128,0
HSV,150_180_192_64_128_192,0
HSV,150_180_192_64_128_256,0
HSV,150_180_192_64_192_64,0
HSV,150_180_192_64_192_128,0
HSV,150_180_192_64_192_192,0
HSV,150_180_192_64_192_256,0
HSV,150_180_192_128_0_64,0
HSV,150_180_192_128_0_128,0
HSV,150_180_192_128_0_192,0
HSV,150_180_192_128_0_256,0
HSV,150_180_192_128_64_64,0
HSV,150_180_192_128_64_128,0
HSV,150_180_192_128_64_192,0
HSV,150_180_192_128_64_256,0
HSV,150_180_192_128_128_64,0
HSV,150_180_192_128_128_128,0
HSV,150_180_192_128_128_192,0
HSV,150_180_192_128_128_256,0
HSV,150_180_192_128_192_64,0
HSV,150_180_192_128_192_128,0
HSV,150_180_192_128_192_192,0
HSV,150_180_192_128_192_256,0
HSV,150_180_192_192_0_64,0
HSV,150_180_192_192_0_128,0
HSV,150_180_192_192_0_192,0
HSV,150_180_192_192_0_256,0
HSV,150_180_192_192_64_64,0
HSV,150_180_192_192_64_128,0
HSV,150_180_192_192_64_192,0
HSV,150_180_192_192_64_256,0
HSV,150_180_192_192_128_64,0
HSV,150_180_192_192_128_128,0
HSV,150_180_192_192_128_192,0
HSV,150_180_192_192_128_256,0
HSV,150_180_192_192_192_64,0
HSV,150_180_192_192_192_128,0
HSV,150_180_192_192_192_192,0
HSV,150_180_192_192_192_256,0
HSV,150_180_192_256_0_64,0
HSV,150_180_192_256_0_128,0
HSV,150_180_192_256_0_192,0
HSV,150_180_192_256_0_256,0
HSV,150_180_192_256_64_64,0
HSV,150_180_192_256_64_128,0
HSV,150_180_192_256_64_192,0
HSV,150_180_192_256_64_256,0
HSV,150_180_192_256_128_64,0
HSV,150_180_192_256_128_128,0
HSV,150_180_192_256_128_192,0
HSV,150_180_192_256_128_256,0
HSV,150_180_192_256_192_64,0
HSV,150_180_192_256_192_128,0
HSV,150_180_192_256_192_192,0
HSV,150_180_192_256_192_256,0
LAB,0_64_120_130_120_130,0
LAB,0_64_120_130_120_138,0
LAB,0_64_120_130_120_146,0
LAB,0_64_120_130_128_130,0
LAB,0_64_120_130_128_138,0
LAB,0_64_120_130_128_146,0
LAB,0_64_120_130_136_130,0
LAB,0_64_120_130_136_138,0
LAB,0_64_120_130_136_146,0
LAB,0_64_120_130_144_130,0
LAB,0_64_120_130_144_138,0
LAB,0_64_120_130_144_146,0
LAB,0_64_120_138_120_130,0
LAB,0_64_120_138_120_138,0
LAB,0_64_120_138_120_146,0
LAB,0_64_120_138_128_130,0
LAB,0_64_120_138_128_138,0
LAB,0_64_120_138_128_146,0
LAB,0_64_120_138_136_130,0
LAB,0_64_120_138_136_138,0
LAB,0_64_120_138_136_146,0
LAB,0_64_120_138_144_130,0
LAB,0_64_120_138_144_138,0
LAB,0_64_120_138_144_146,0
LAB,0_64_120_146_120_130,0
LAB,0_64_120_146_120_138,0
LAB,0_64_120_146_120_146,0
LAB,0_64_120_146_128_130,0
LAB,0_64_120_146_128_138,0
LAB,0_64_120_146_128_146,0
LAB,0_64_120_146_136_130,0
LAB,0_64_120_146_136_138,0
LAB,0_64_120_146_136_146,0
LAB,0_64_120_146_144_130,0
LAB,0_64_120_146_144_138,0
LAB,0_64_120_146_144_146,0
LAB,0_64_128_130_120_130,0
LAB,0_64_128_130_120_138,0
LAB,0_64_128_130_120_146,0
LAB,0_64_128_130_128_130,0
LAB,0_64_128_130_128_138,0
LAB,0_64_128_130_128_146,0
LAB,0_64_128_130_136_130,0
LAB,0_64_128_130_136_138,0
LAB,0_64_128_130_136_146,0
LAB,0_64_128_130_144_130,0
LAB,0_64_128_130_144_138,0
LAB,0_64_128_130_144_146,0
LAB,0_64_128_138_120_130,0
LAB,0_64_128_138_120_138,0
LAB,0_64_128_138_120_146,0
LAB,0_64_128_138_128_130,0
LAB,0_64_128_138_128_138,0
LAB,0_64_128_138_128_146,0
LAB,0_64_128_138_136_130,0
LAB,0_64_128_138_136_138,0
LAB,0_64_128_138_136_146,0
LAB,0_64_128_138_144_130,0
LAB,0_64_128_138_144_138,0
LAB,0_64_128_138_144_146,0
LAB,0_64_128_146_120_130,0
LAB,0_64_128_146_120_138,0
LAB,0_64_128_146_120_146,0
LAB,0_64_128_146_128_130,0
LAB,0_64_128_146_128_138,0
LAB,0_64_128_146_128_146,0
LAB,0_64_128_146_136_130,0
LAB,0_64_128_146_136_138,0
LAB,0_64_128_146_136_146,0
LAB,0_64_128_146_144_130,0
LAB,0_64_128_146_144_138,0
LAB,0_64_128_146_144_146,0
LAB,0_64_136_130_120_130,0
LAB,0_64_136_130_120_138,0
LAB,0_64_136_130_120_146,0
LAB,0_64_136_130_128_130,0
LAB,0_64_136_130_128_138,0
LAB,0_64_136_130_128_146,0
LAB,0_64_136_130_136_130,0
LAB,0_64_136_130_136_138,0
LAB,0_64_136_130_136_146,0
LAB,0_64_136_130_144_130,0
LAB,0_64_136_130_144_138,0
LAB,0_64_136_130_144_146,0
LAB,0_64_136_138_120_130,0
LAB,0_64_136_138_120_138,0
LAB,0_64_136_138_120_146,0
LAB,0_64_136_138_128_130,0
LAB,0_64_136_138_128_138,0
LAB,0_64_136_138_128_146,0
LAB,0_64_136_138_136_130,0
LAB,0_64_136_138_136_138,0
LAB,0_64_136_138_136_146,0
LAB,0_64_136_138_144_130,0
LAB,0_64_136_138_144_138,0
LAB,0_64_136_138_144_146,0
LAB,0_64_136_146_120_130,0
LAB,0_64_136_146_120_138,0
LAB,0_64_136_146_120_146,0
LAB,0_64_136_146_128_130,0
LAB,0_64_136_146_128_138,0
LAB,0_64_136_146_128_146,0
LAB,0_64_136_146_136_130,0
LAB,0_64_136_146_136_138,0
LAB,0_64_136_146_136_146,0
LAB,0_64_136_146_144_130,0
LAB,0_64_136_146_144_138,0
LAB,0_64_136_146_144_146,0
LAB,0_64_144_130_120_130,0
LAB,0_64_144_130_120_138,0
LAB,0_64_144_130_120_146,0
LAB,0_64_144_130_128_130,0
LAB,0_64_144_130_128_138,0
LAB,0_64_144_130_128_146,0
LAB,0_64_144_130_136_130,0
LAB,0_64_144_130_136_138,0
LAB,0_64_144_130_136_146,0
LAB,0_64_144_130_144_130,0
LAB,0_64_144_130_144_138,0
LAB,0_64_144_130_144_146,0
LAB,0_64_144_138_120_130,0
LAB,0_64_144_138_120_138,0
LAB,0_64_144_138_120_146,0
LAB,0_64_144_138_128_130,0
LAB,0_64_144_138_128_138,0
LAB,0_64_144_138_128_146,0
LAB,0_64_144_138_136_130,0
LAB,0_64_144_138_136_138,0
LAB,0_64_144_138_136_146,0
LAB,0_64_144_138_144_130,0
LAB,0_64_144_138_144_138,0
LAB,0_64_144_138_144_146,0
LAB,0_64_144_146_120_130,0
LAB,0_64_144_146_120_138,0
LAB,0_64_144_146_120_146,0
LAB,0_64_144_146_128_130,0
LAB,0_64_144_146_128_138,0
LAB,0_64_144_146_128_146,0
LAB,0_64_144_146_136_130,0
LAB,0_64_144_146_136_138,0
LAB,0_64_144_146_136_146,0
LAB,0_64_144_146_144_130,0
LAB,0_64_144_146_144_138,0
LAB,0_64_144_146_144_146,0
LAB,0_128_120_130_120_130,0
LAB,0_128_120_130_120_138,0
LAB,0_128_120_130_120_146,0
LAB,0_128_120_130_128_130,0
LAB,0_128_120_130_128_138,0
LAB,0_128_120_130_128_146,0
LAB,0_128_120_130_136_130,0
LAB,0_128_120_130_136_138,0
LAB,0_128_120_130_136_146,0
LAB,0_128_120_130_144_130,0
LAB,0_128_120_130_144_138,0
LAB,0_128_120_130_144_146,0
LAB,0_128_120_138_120_130,0
LAB,0_128_120_138_120_138,0
LAB,0_128_120_138_120_146,0
LAB,0_128_120_138_128_130,0
LAB,0_128_120_138_128_138,0
LAB,0_128_120_138_128_146,0
LAB,0_128_120_138_136_130,0
LAB,0_128_120_138_136_138,0
LAB,0_128_120_138_136_146,0
LAB,0_128_120_138_144_130,0
LAB,0_128_120_138_144_138,0
LAB,0_128_120_138_144_146,0
LAB,0_128_120_146_120_130,0
LAB,0_128_120_146_120_138,0
LAB,0_128_120_146_120_146,0
LAB,0_128_120_146_128_130,0
LAB,0_128_120_146_128_138,0
LAB,0_128_120_146_128_146,0
LAB,0_128_120_146_136_130,0
LAB,0_128_120_146_136_138,0
LAB,0_128_120_146_136_146,0
LAB,0_128_120_146_144_130,0
LAB,0_128_120_146_144_138,0
LAB,0_128_120_146_144_146,0
LAB,0_128_128_130_120_130,0
LAB,0_128_128_130_120_138,0
LAB,0_128_128_130_120_146,0
LAB,0_128_128_130_128_130,0
LAB,0_128_128_130_128_138,0
LAB,0_128_128_130_128_146,0
LAB,0_128_128_130_136_130,0
LAB,0_128_128_130_136_138,0
LAB,0_128_128_130_136_146,0
LAB,0_128_128_130_144_130,0
LAB,0_128_128_130_144_138,0
LAB,0_128_128_130_144_146,0
LAB,0_128_128_138_120_130,0
LAB,0_128_128_138_120_138,0
LAB,0_128_128_138_120_146,0
LAB,0_128_128_138_128_130,0
LAB,0_128_128_138_128_138,0
LAB,0_128_128_138_128_146,0
LAB,0_128_128_138_136_130,0
LAB,0_128_128_138_136_138,0
LAB,0_128_128_138_136_146,0
LAB,0_128_128_138_144_130,0
LAB,0_128_128_138_144_138,0
LAB,0_128_128_138_144_146,0
LAB,0_128_128_146_120_130,0
LAB,0_128_128_146_120_138,0
LAB,0_128_128_146_120_146,0
LAB,0_128_128_146_128_130,0
LAB,0_128_128_146_128_138,0
LAB,0_128_128_146_128_146,0
LAB,0_128_128_146_136_130,0
LAB,0_128_128_146_136_138,0
LAB,0_128_128_146_136_146,0
LAB,0_128_128_146_144_130,0
LAB,0_128_128_146_144_138,0
LAB,0_128_128_146_144_146,0
LAB,0_128_136_130_120_130,0
LAB,0_128_136_130_120_138,0
LAB,0_128_136_130_120_146,0
LAB,0_128_136_130_128_130,0
LAB,0_128_136_130_128_138,0
LAB,0_128_136_130_128_146,0
LAB,0_128_136_130_136_130,0
LAB,0_128_136_130_136_138,0
LAB,0_128_136_130_136_146,0
LAB,0_128_136_130_144_130,0
LAB,0_128_136_130_144_138,0
