timestamp,filename,step,status,error,full_path
2025-07-30 12:11:08,immagine_a_400 (5).tif,validate_input,false,Input image invalid: File non trovato (path inesistente),
2025-07-30 12:11:08,immagine_a_600 (2).tif,validate_input,false,Input image invalid: File non trovato (path inesistente),
